id,condition,other,block,display,loop,outcome,cue,lr,vividness,rating,confidence,check,lr_other,duration,gender,gender_text,age,race,race_text,hispanic,education,visual_verbal,feedback,CheckQ1,CheckQ1Again,CheckQ2,CheckQ2Again,CheckQ3,CheckQ3Again,catch,attn_check
R_10vIa9BQpioeGgj,goalie,the ball,3,down,12,Miss,Cause,right,100,100,100,right,right,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,1,Score,Remember,right,97.183,100,100,left,left,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,2,Score,What If?,right,100,0,100,left,left,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,3,Score,Cause,right,100,100,97.887,left,left,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,4,Miss,Remember,right,100,0,100,right,right,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,5,Miss,What If?,right,100,99.437,99.014,right,right,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,6,Miss,Cause,right,100,100,100,right,right,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,7,Score,Remember,right,96.62,98.451,50,left,left,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,8,Score,What If?,right,100,0,100,left,left,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,9,Score,Cause,right,100,99.718,95.775,left,left,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,10,Miss,Remember,right,96.338,100,100,left,right,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,11,Miss,What If?,right,99.155,100,100,right,right,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_10vIa9BQpioeGgj,goalie,the ball,4,down,12,Miss,Cause,right,98.592,98.451,100,right,right,2376,Male,NA,26,Asian,NA,No,4 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,1,Score,Remember,right,100,100,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,2,Score,What If?,right,77.465,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,3,Score,Cause,right,75.915,69.859,72.817,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,4,Miss,Remember,left,86.761,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,5,Miss,What If?,left,78.169,100,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,6,Miss,Cause,left,56.761,62.254,55.634,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,7,Score,Remember,left,86.62,100,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,8,Score,What If?,left,74.225,0,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,9,Score,Cause,left,76.901,78.31,70.141,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,10,Miss,Remember,left,79.155,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,11,Miss,What If?,left,77.746,100,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,1,up,12,Miss,Cause,right,65.493,57.887,52.254,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,1,Score,Remember,right,100,100,99.718,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,2,Score,What If?,right,71.831,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,3,Score,Cause,left,69.296,70.282,73.099,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,4,Miss,Remember,right,82.817,0,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,5,Miss,What If?,left,73.662,100,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,6,Miss,Cause,right,67.042,70.563,71.972,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,7,Score,Remember,left,98.873,100,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,8,Score,What If?,right,89.437,0,93.662,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,9,Score,Cause,right,72.817,72.676,71.127,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,10,Miss,Remember,right,80.282,0,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,11,Miss,What If?,right,81.408,84.93,83.239,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,2,up,12,Miss,Cause,right,73.662,72.394,67.887,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,1,Score,Remember,right,65.775,100,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,2,Score,What If?,right,79.014,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,3,Score,Cause,right,76.761,100,99.859,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,4,Miss,Remember,right,75.775,0,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,5,Miss,What If?,left,74.93,100,80,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,6,Miss,Cause,right,70.845,98.169,71.831,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,7,Score,Remember,left,77.746,100,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,8,Score,What If?,right,70.282,0,73.099,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,9,Score,Cause,left,100,100,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,10,Miss,Remember,left,73.099,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,11,Miss,What If?,right,73.803,100,72.676,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,3,down,12,Miss,Cause,right,73.239,71.268,76.197,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,1,Score,Remember,right,71.831,99.859,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,2,Score,What If?,right,75.915,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,3,Score,Cause,right,76.479,49.718,31.268,right,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,4,Miss,Remember,right,71.69,0,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,5,Miss,What If?,right,75.493,100,91.549,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,6,Miss,Cause,right,75.634,74.085,74.93,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,7,Score,Remember,right,73.099,0,26.901,right,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,8,Score,What If?,right,80.282,0,100,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,9,Score,Cause,right,100,80.141,64.789,left,left,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,10,Miss,Remember,right,66.901,0,100,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,11,Miss,What If?,right,77.606,100,82.676,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1C1tXtiI3jJ2Rls,ball,the goalie,4,down,12,Miss,Cause,right,84.085,90.563,64.085,right,right,1911,Male,NA,20,Prefer not to respond,NA,Yes,Some college,5.901,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_3lGKKGFo3BImoOU,ball,the goalie,1,up,1,Score,Remember,right,100,100,100,left,left,2869,Female,NA,48,White/Caucasian,NA,No,Professional degree,5.023,This was tough to stay focused on.  I even started just picking right to stay focused and struggled with that.,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,"No, I had trouble paying attention"
R_3lGKKGFo3BImoOU,ball,the goalie,1,up,2,Score,What If?,right,100,0,100,left,left,2869,Female,NA,48,White/Caucasian,NA,No,Professional degree,5.023,This was tough to stay focused on.  I even started just picking right to stay focused and struggled with that.,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,"No, I had trouble paying attention"
